Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Category,Asset Type,Tags,Return% 1Y,Total Holdings,Sponsor,ETF Type,Return% 3Y,AUM,Fund Family,Bond Type,Return% 5Y,NAV/sh,Average Maturity,Return% 10Y,Index Weighting,Commodity Type,Return% SI,Active/Passive,Quant Type,Flows% 1M,ESG Type,Flows% 3M,Dividend Type,Sector/Theme,Flows% YTD,Structure Type,Region,Flows% 1Y,Expense,Growth/Value,Flows% 3Y,Inverse/Leveraged,Flows% 5Y
Exzeo Group Inc,Financial,Insurance - Diversified,USA,NYSE,RUT,-,-,86.30%,90.91M,-9.79%,1.27B,12.07,1.16,0.18%,12.46M,-12.12%,974.67M,-,0.21,8.67%,1.94%,-39.63%,-,-,-2.36%,14.33%,1.29,-,-,5.01,20.00%,-,0.24M,-42.27%,2.80,4.17,-,-,24.60 -43.09%,-,3.36,-,- -,-,12.91 8.40%,-,-,-,68.16% 59.02%,-,6.10%,5.61%,-,-,-,-,-,0.94,-,-,3.86,-,-,33.55,1.00,- -,3.86,490.77%,-8.93%,-,26.00,0.00%,0.03,92.89%,-18.80%,1.91,14.54,354,0.02,Feb 25 AMC,-23.82%,188.05K,14.00,"Nov 05, 2025",No / Yes,44.26% 15.75%,"

","359,814",-3.71%,XZO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Inc,Technology,Software - Infrastructure,USA,NYSE,S&P 500,28.20,2.10,12.47%,542.09M,0.64%,35.57B,12.79,4.64,-0.15%,524.39M,14.30%,36.35B,0.36,0.68,72.20%,4.42%,-8.58%,1.31B,1.47,51.65%,-1.68%,2.75,-22.38%,24.19B,1.61,29.18%,3.42%,23.16M,-8.79%,36.88,4.36,35.09%,6.01%,82.50 -28.04%,0.54%,13.61,14.67,- 36.61%,4.49%,44.27 34.11%,-2.16%,-,10.47,11.33% 20.56%,42.26%,3.84%,4.91%,-72.21%,-,1.50,-54.57%,12.82%,2.89,360.95%,-,2.19,0.30%,5.40%,47.87,1.46,- -,2.20,-93.82%,-4.38%,2.63,85.95,0.00%,0.40,3.65%,-0.51%,0.66,60.01,10205,0.31,Feb 26 AMC,-12.97%,8.42M,59.37,"Nov 19, 2015",Yes / Yes,-0.06% 0.61%,"

","5,551,475",-1.07%,XYZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xylem Inc,Industrials,Specialty Industrial Machinery,USA,NYSE,S&P 500,30.44,3.93,0.26%,243.58M,-0.84%,29.05B,19.70,6.07,-1.88%,242.50M,-6.84%,30.35B,2.00,1.08,94.71%,1.66%,-13.80%,957.00M,3.22,8.25%,0.57%,2.26,-15.53%,9.03B,2.54,10.29%,5.61%,4.04M,-12.26%,47.13,19.64,9.83%,8.65%,154.27 -22.54%,-2.96%,6.08,33.28,25.98% 22.83%,7.20%,100.47 18.93%,21.20%,1.55 (1.30%),16.09,17.68% 13.14%,38.34%,2.40%,2.39%,14.06%,1.63 (1.36%),3.36,7.18%,14.53%,3.11,200.08%,"Feb 24, 2026",1.28,5.40%,10.60%,35.96,1.76,10.06% 9.00%,1.62,2.85%,-2.77%,1.17,160.62,40.79%,0.22,5.89%,-8.50%,0.98,121.75,22000,0.16,Feb 10 BMO,-13.12%,1.79M,119.49,"Oct 13, 2011",Yes / Yes,0.76% 1.07%,"

","1,749,819",-1.86%,XYL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twenty One Capital Inc,Financial,Shell Companies,USA,NYSE,-,19.28,0.34,60.48%,651.39M,-7.36%,2.00B,-,-,0.00%,257.44M,0.15%,2.00B,-,-,3.41%,1.46%,-31.84%,4.35M,-,-,111.49%,2.51,-66.82%,0.00M,0.80,-,4.17%,3.75M,-25.23%,8.21,66557.26,-,4.22%,59.75 -89.04%,-38.67%,0.00,4340.69,- -,4.14%,5.61 16.76%,-,-,-,- -,-,6.92%,6.66%,-,-,-,1946.99%,-,0.48,-,-,0.13,-,-,44.48,-,- -,0.13,331.72%,-3.23%,-4.09,-,0.00%,0.01,-,-6.98%,1.00,7.17,2,0.00,-,-63.30%,1.49M,6.55,"Aug 13, 2024",Yes / Yes,- -,"

","1,487,438",-8.65%,XXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENTSPLY Sirona Inc,Healthcare,Medical Instruments & Supplies,USA,NASD,-,-,-3.00,0.66%,199.60M,3.60%,2.33B,7.49,1.56,-0.22%,198.44M,-8.87%,4.47B,2.61,0.31,107.16%,8.61%,5.28%,-598.00M,0.63,-10.53%,-3.44%,3.56,-9.36%,3.68B,1.74,8.83%,-10.70%,17.08M,2.06%,6.71,7.15,2.87%,-36.45%,17.18 -32.10%,-25.22%,1.63,22.40,12.05% -51.27%,-17.35%,9.85 18.43%,-68.68%,-,7.39,-2.10% 1.95%,50.00%,4.85%,5.33%,-80.96%,0.64 (5.49%),1.22,34.18%,6.88%,0.64,-80.43%,"Dec 26, 2025",1.03,-2.98%,-16.25%,44.13,2.56,8.58% 9.86%,1.51,66.18%,-5.72%,0.99,14.62,-,1.84,6.19%,-7.27%,0.65,11.68,14000,1.57,Feb 26 AMC,-11.21%,4.80M,11.66,"Aug 12, 1987",Yes / Yes,-2.70% 3.76%,"

","3,099,363",-0.13%,XRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expro Group Holdings N.V,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,39.94,0.45,0.81%,113.56M,6.39%,2.03B,11.00,1.62,0.00%,112.84M,3.01%,2.00B,0.18,0.13,102.11%,6.29%,31.13%,51.69M,1.26,193.33%,2.63%,6.25,44.29%,1.61B,1.32,22.73%,2.17%,7.10M,33.48%,13.51,10.27,60.20%,3.42%,18.73 -4.86%,66.70%,1.74,20.73,- -,3.07%,6.70 166.17%,0.62%,-,6.49,7.90% 18.94%,11.94%,4.66%,4.79%,-19.95%,-,1.24,0.81%,7.21%,0.82,-81.30%,"Aug 29, 2017",1.79,-6.17%,3.22%,57.93,3.20,- -,2.16,-74.31%,4.71%,0.96,17.25,0.00%,0.11,-12.53%,6.80%,1.13,17.82,8500,0.10,Feb 19 BMO,35.27%,1.14M,17.82,"Aug 09, 2013",Yes / Yes,-80.77% -6.96%,"

","1,279,581",0.00%,XPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPO Inc,Industrials,Trucking,USA,NYSE,-,72.36,2.64,2.94%,117.00M,2.15%,22.42B,33.08,5.78,0.00%,113.70M,-3.58%,26.20B,1.38,0.88,106.32%,5.87%,36.62%,316.00M,2.75,20.30%,-0.83%,3.76,47.10%,8.16B,12.03,28.92%,3.97%,6.67M,40.82%,15.91,72.33,23.92%,18.26%,220.50 -13.20%,72.63%,2.65,68.15,9.29% -,5.52%,85.06 125.01%,529.57%,-,20.93,1.86% -4.37%,12.00%,4.44%,4.74%,349.39%,-,3.21,-19.66%,8.95%,9.01,1629.74%,-,1.05,1.05%,3.87%,51.37,1.86,- -,1.05,-21.71%,-1.51%,2.01,207.95,0.00%,2.20,4.69%,4.00%,0.64,192.86,22500,2.08,Feb 05 BMO,31.49%,1.77M,191.39,"Jul 26, 2002",Yes / Yes,15.21% 2.84%,"

","1,129,213",-0.76%,XPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPeng Inc ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-0.17,0.53%,779.61M,-8.04%,13.73B,58.30,0.30,0.00%,775.51M,-3.14%,13.51B,-,-0.09,13.29%,6.21%,-10.61%,-156.47M,1.28,77.21%,2.49%,6.75,-17.21%,10.69B,3.98,863.22%,-1.20%,48.18M,-13.17%,4.43,2.47,-,-3.63%,28.24 -37.63%,-15.01%,7.14,-,52.82% 27.62%,-2.61%,15.38 14.50%,83.06%,-,-,38.84% 66.00%,18.89%,4.63%,3.70%,-45.21%,-,1.26,80.63%,-5.74%,0.89,-,-,0.91,88.10%,-1.46%,44.41,1.68,- -,1.09,128.68%,-3.70%,1.14,23.14,-,1.23,40.10%,-4.02%,1.24,18.86,15364,0.38,Mar 20 BMO,-12.37%,7.14M,17.61,"Aug 27, 2020",Yes / Yes,4042.86% 3.80%,"

","8,839,807",-6.63%,XPEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPEL Inc,Consumer Cyclical,Auto Parts,USA,NASD,RUT,21.82,1.85,9.36%,27.60M,4.84%,1.11B,14.33,2.81,0.00%,25.02M,-14.23%,1.09B,0.48,0.36,77.89%,8.22%,-22.73%,51.23M,2.34,14.77%,-0.11%,8.43,24.14%,476.20M,3.97,32.50%,14.93%,2.06M,-19.21%,10.15,21.88,29.79%,20.26%,55.91 -27.88%,20.68%,1.84,17.69,7.29% 22.82%,17.25%,24.25 66.27%,-35.97%,-,14.36,13.70% 24.54%,42.21%,3.91%,4.05%,-23.72%,-,2.29,12.53%,13.16%,1.78,4615.79%,-,1.52,13.27%,10.76%,40.84,1.00,- -,3.25,50.58%,0.70%,1.28,55.33,0.00%,0.08,13.71%,-14.84%,0.61,41.10,1337,0.06,Feb 25 BMO,-2.22%,244.21K,40.32,"Oct 19, 2006",Yes / Yes,7.45% -2.20%,"

","149,257",-1.90%,XPEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XP Inc,Financial,Capital Markets,Brazil,NASD,-,11.24,1.65,23.93%,415.37M,-1.80%,9.79B,7.87,2.36,0.00%,400.86M,-16.83%,23.48B,0.58,0.51,62.50%,3.92%,13.43%,926.34M,2.94,10.96%,-0.15%,2.38,-3.28%,3.34B,2.24,13.55%,1.44%,15.73M,13.50%,8.28,5.18,13.58%,24.57%,23.13 -19.67%,25.03%,3.59,1.04,12.04% 19.21%,18.86%,12.20 52.30%,70.15%,1.04 (5.59%),20.38,7.90% 15.03%,68.99%,4.61%,4.92%,-50.61%,0.18 (0.97%),7.04,13.50%,32.39%,1.09,-,"Dec 10, 2025",0.28,3.19%,27.77%,44.89,1.40,- -,0.26,23.52%,-4.57%,1.26,24.08,0.01%,3.62,20.27%,-6.04%,0.68,19.69,7442,0.14,Feb 12 AMC,1.11%,6.61M,18.58,"Dec 11, 2019",Yes / Yes,2.59% 3.65%,"

","4,505,714",-5.64%,XP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exxon Mobil Corp,Energy,Oil & Gas Integrated,USA,NYSE,S&P 500,24.71,6.69,0.21%,4.18B,4.60%,689.31B,18.31,9.04,-0.20%,4.16B,10.98%,734.40B,1.42,1.76,66.97%,1.17%,38.53%,28.84B,2.13,16.81%,0.00%,2.27,44.40%,323.40B,2.67,10.66%,6.39%,48.54M,37.47%,62.07,64.54,12.91%,11.03%,167.48 -1.22%,39.87%,2.56,29.19,-20.34% -,9.66%,97.80 69.15%,59.79%,4.16 (2.51%),12.36,-6.83% 12.70%,21.56%,2.72%,2.65%,186.66%,4.04 (2.44%),2.27,-14.98%,10.34%,4.02,96.99%,"Feb 12, 2026",0.79,-4.86%,8.92%,70.93,2.29,4.06% 2.82%,1.15,-11.04%,6.15%,0.32,155.24,59.70%,0.19,-1.81%,11.71%,0.87,163.26,58000,0.15,Jan 30 BMO,35.18%,21.42M,165.43,"Jan 01, 1920",Yes / Yes,0.61% 2.08%,"

","18,581,114",1.33%,XOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xometry Inc,Industrials,Industrial Distribution,USA,NASD,RUT,-,-1.22,15.65%,49.84M,2.60%,2.12B,35.27,1.16,-1.89%,43.72M,-2.01%,2.25B,0.58,0.10,96.78%,10.57%,-35.25%,-61.74M,3.09,89.73%,2.58%,4.52,-24.29%,686.63M,7.63,61.16%,-8.75%,4.62M,-31.09%,5.37,9.69,60.37%,-20.93%,73.87 -44.52%,54.64%,4.23,-,10.17% -6.20%,-10.07%,18.59 120.44%,185.97%,-,-,21.70% 37.17%,36.56%,5.20%,7.06%,-,-,3.27,-18.29%,-5.93%,3.24,-,-,3.71,25.87%,-8.99%,42.03,1.80,- -,3.76,15.55%,0.21%,0.88,62.33,-,1.23,29.52%,-21.30%,0.53,41.63,1174,1.22,Feb 24 BMO,-17.76%,1.02M,40.98,"Jun 30, 2021",Yes / Yes,31.47% 4.90%,"

","540,523",-1.56%,XMTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPLR Infrastructure LP,Utilities,Utilities - Renewable,USA,NYSE,-,-,-0.29,8.11%,94.00M,-1.85%,1.94B,4.35,2.32,0.00%,86.34M,-4.73%,14.84B,-,0.49,56.14%,4.57%,5.77%,-27.00M,1.64,3585.60%,0.91%,2.89,0.20%,1.19B,0.30,-4.98%,-0.12%,3.95M,0.80%,33.94,1.90,-,-0.75%,11.43 -11.81%,5.77%,5.30,21.59,- 18.00%,-0.31%,7.53 33.95%,-83.49%,-,21.05,7.10% 5.31%,10.52%,2.97%,3.12%,-85.97%,-,12.49,-201.77%,4.97%,0.36,-62.30%,-,0.84,-1.98%,-2.27%,45.31,3.00,- -,0.91,128.56%,-2.20%,0.93,12.20,-,1.95,-14.63%,-1.67%,0.38,10.31,-,1.71,Feb 10 BMO,3.13%,1.37M,10.08,"Jun 27, 2014",Yes / Yes,-22.96% -42.47%,"

","525,242",-2.23%,XIFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenia Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,NYSE,RUT,23.94,0.63,1.13%,92.15M,2.65%,1.39B,34.34,0.44,-16.28%,91.11M,-1.82%,2.65B,-,0.16,97.75%,4.78%,3.92%,62.51M,1.29,-57.81%,-2.17%,5.78,5.00%,1.08B,1.23,62.96%,2.24%,4.36M,6.86%,12.31,6.24,-,5.31%,16.48 -8.31%,22.85%,2.42,15.49,9.80% -,2.49%,8.55 76.73%,24.36%,0.58 (3.84%),11.15,2.63% 23.87%,13.59%,2.68%,3.01%,-24.79%,0.56 (3.71%),2.46,310.82%,9.92%,0.46,0.80%,"Mar 31, 2026",1.54,3.80%,5.80%,52.85,2.00,40.95% 14.87%,1.54,987.50%,1.68%,1.18,16.50,86.93%,1.26,1.42%,-0.22%,0.71,15.02,42,1.21,Feb 24 BMO,8.28%,753.93K,15.11,"Feb 04, 2015",Yes / Yes,100.00% 0.31%,"

","534,864",0.60%,XHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenon Pharmaceuticals Inc,Healthcare,Biotechnology,Canada,NASD,RUT,-,-4.36,3.52%,83.19M,0.65%,4.62B,-,-4.66,-11.67%,80.26M,24.58%,4.08B,-,-1.18,99.07%,6.79%,24.67%,-345.91M,615.94,-10.02%,0.10%,3.92,51.76%,7.50M,7.64,2.93%,-33.77%,5.45M,23.90%,7.27,8.42,12.26%,-51.76%,63.95 -13.17%,59.66%,6.60,-,-28.36% -40.02%,-58.81%,26.74 107.67%,58.43%,-,-,-7.36% -25.26%,66.09%,3.36%,5.00%,217.68%,-,543.81,-44.99%,-4974.27%,2.68,728.19%,-,13.42,-,-4612.13%,62.00,1.05,- -,13.42,-56.77%,6.17%,0.80,79.14,-,0.01,-,20.29%,0.75,55.57,370,0.01,Feb 26 AMC,38.25%,1.39M,55.53,"Nov 05, 2014",Yes / Yes,-9.94% -,"

","1,048,256",-0.07%,XENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xcel Energy, Inc",Utilities,Utilities - Regulated Electric,USA,NASD,"NDX, S&P 500",22.77,3.42,0.21%,623.60M,-2.01%,48.62B,17.20,4.53,-1.26%,622.59M,-6.73%,84.26B,1.85,0.95,89.74%,4.11%,5.30%,2.02B,3.31,8.37%,1.62%,5.17,0.00%,14.67B,2.06,10.05%,2.57%,25.61M,5.51%,37.86,110.75,9.29%,9.36%,84.23 -7.48%,13.07%,0.70,-,2.58% 4.20%,3.51%,65.21 19.51%,18.89%,2.39 (3.07%),14.08,-1.36% 4.94%,24.47%,2.35%,1.90%,17.52%,2.30 (2.95%),5.74,-0.01%,19.79%,1.57,89.01%,"Mar 13, 2026",0.60,8.94%,13.75%,39.53,1.40,5.35% 5.80%,0.71,17.90%,-3.54%,0.45,90.56,66.55%,1.53,13.78%,-1.48%,0.67,77.70,11534,1.44,Feb 05 BMO,2.73%,4.95M,77.93,"Feb 28, 1949",Yes / Yes,-0.17% -1.81%,"

","3,311,682",0.30%,XEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wynn Resorts Ltd,Consumer Cyclical,Resorts & Casinos,USA,NASD,S&P 500,31.66,3.14,27.72%,103.99M,-3.58%,10.37B,17.12,5.81,0.00%,75.37M,-7.43%,19.84B,0.90,1.27,67.02%,9.07%,-20.40%,327.33M,1.45,25.89%,-0.35%,4.12,-21.01%,7.14B,-,10.15%,2.44%,6.83M,-17.34%,-2.65,5.02,19.02%,-,134.72 -26.17%,15.89%,19.80,14.99,- -,2.74%,65.25 52.44%,-6.67%,1.03 (1.03%),11.16,23.86% 27.77%,32.73%,3.59%,3.49%,-21.94%,1.00 (1.01%),2.78,-30.95%,16.21%,4.04,6.42%,"Feb 23, 2026",1.58,0.14%,4.59%,40.26,1.18,- 0.00%,1.63,-59.12%,-2.57%,1.04,143.89,31.85%,-,1.48%,-8.42%,0.79,101.89,28500,-,Feb 12 AMC,-13.25%,1.66M,99.47,"Oct 25, 2002",Yes / Yes,-20.59% 0.73%,"

","1,314,654",-2.38%,WYNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weyerhaeuser Co,Real Estate,REIT - Specialty,USA,NYSE,S&P 500,52.71,0.45,0.51%,720.53M,2.79%,17.01B,32.78,0.72,-1.94%,716.99M,-3.12%,22.26B,0.42,0.03,90.97%,2.50%,0.21%,324.00M,2.46,43.16%,1.54%,2.63,-4.10%,6.91B,1.80,151.41%,1.95%,17.89M,-0.38%,13.08,36.50,77.59%,3.38%,30.06 -21.48%,-19.78%,0.65,-,-43.86% -15.92%,2.22%,21.16 11.56%,-16.96%,0.84 (3.58%),20.52,-12.15% -1.72%,14.84%,2.88%,2.37%,-27.84%,0.84 (3.56%),3.22,-17.56%,6.53%,0.64,-15.72%,"Mar 10, 2026",0.83,-3.07%,4.69%,43.75,1.77,5.27% 10.49%,1.29,-7.91%,-1.02%,1.01,31.82,187.58%,0.61,-9.78%,-6.75%,0.62,23.65,9517,0.55,Jan 29 AMC,-4.63%,6.80M,23.60,"Dec 06, 1963",Yes / Yes,30.77% -1.78%,"

","4,185,906",-0.21%,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wolverine World Wide, Inc",Consumer Cyclical,Footwear & Accessories,USA,NYSE,RUT,14.59,1.13,2.01%,81.19M,-0.18%,1.34B,9.80,1.68,1.35%,79.68M,-8.70%,1.91B,0.65,0.22,102.19%,8.75%,-5.99%,92.00M,0.71,7.84%,-8.68%,4.77,-41.90%,1.87B,3.28,16.36%,5.45%,6.97M,-9.26%,5.03,6.49,15.13%,25.72%,32.80 -49.79%,15.58%,2.54,11.01,- -,8.68%,9.58 71.92%,2.49%,0.40 (2.44%),10.53,-11.29% 0.91%,46.89%,4.99%,5.43%,-58.45%,0.40 (2.43%),1.02,99.47%,7.94%,0.86,-7.05%,"Apr 01, 2026",0.87,6.80%,4.91%,45.30,2.00,0.00% 0.00%,1.40,27.08%,-1.39%,1.87,23.20,35.10%,1.87,4.61%,-6.30%,0.47,16.86,3050,1.60,Feb 26 BMO,-22.59%,1.46M,16.47,"Jul 20, 1965",Yes / Yes,3.12% 1.33%,"

","692,398",-2.31%,WWW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodward Inc,Industrials,Aerospace & Defense,USA,NASD,-,44.79,7.94,0.40%,59.76M,-3.35%,21.20B,35.13,10.12,-24.39%,59.38M,-9.63%,21.66B,1.78,2.08,89.30%,1.01%,12.49%,488.74M,5.59,26.68%,-2.59%,0.95,49.73%,3.79B,8.21,16.00%,10.84%,0.60M,17.64%,43.30,46.68,19.78%,20.38%,403.31 -11.81%,88.99%,7.62,51.75,38.38% 13.95%,15.95%,146.82 142.24%,291.57%,1.22 (0.34%),30.35,14.40% 7.41%,27.93%,3.88%,3.90%,188.36%,1.16 (0.33%),5.71,32.48%,15.81%,14.80,591.27%,"Feb 19, 2026",1.36,14.52%,12.89%,42.63,1.67,13.80% 16.59%,2.05,52.42%,-4.94%,0.97,421.11,15.57%,0.35,28.95%,-3.01%,0.78,372.08,10200,0.18,Feb 02 AMC,23.13%,631.67K,355.66,"May 31, 1996",Yes / Yes,31.61% 11.95%,"

","495,421",-4.41%,WWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wave Life Sciences Ltd,Healthcare,Biotechnology,Singapore,NASD,RUT,-,-1.21,16.25%,187.66M,-48.84%,1.17B,-,-1.36,1.23%,157.66M,-57.36%,590.75M,-,-0.32,85.69%,8.51%,-64.53%,-204.38M,27.32,-10.11%,16.55%,4.11,-7.88%,42.73M,2.24,-2.23%,-41.26%,13.41M,-63.53%,2.76,1.94,0.06%,-54.97%,21.73 -71.47%,-38.12%,3.20,-,16.10% 20.52%,-38.16%,5.28 17.42%,73.18%,-,-,127.08% 16.31%,79.28%,10.11%,7.37%,-15.65%,-,13.83,-54.80%,-504.09%,1.28,-57.27%,-,6.47,-60.55%,-478.33%,19.41,1.06,- -,6.47,-273.85%,-50.63%,-1.54,30.39,-,0.03,-79.41%,-52.75%,15.31,12.30,317,0.02,Feb 26 BMO,-39.18%,3.27M,6.20,"Nov 11, 2015",Yes / Yes,-9.73% 7.39%,"

","50,019,047",-49.59%,WVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeraWulf Inc,Financial,Capital Markets,USA,NASD,RUT,-,-1.66,35.38%,395.60M,-2.48%,6.51B,1791.13,0.01,-0.57%,274.02M,-14.34%,8.25B,45.66,-0.19,70.39%,35.24%,23.59%,-661.42M,38.64,55.05%,19.76%,3.18,34.65%,168.46M,43.24,101.15%,-17.98%,96.58M,33.59%,0.36,1.88,39.23%,-343.69%,18.51 -17.07%,427.49%,8.15,-,-26.20% -49.56%,-13.79%,2.06 645.15%,1861.66%,-,-,123.78% 65.83%,-1.67%,8.23%,8.09%,76.01%,-,48.96,-719.03%,-100.21%,1.43,51.23%,"Dec 18, 2012",2.00,20.28%,-392.64%,49.28,1.06,- -,2.00,-322.72%,-0.10%,3.69,24.95,-,37.00,2.43%,1.57%,0.87,16.86,141,33.16,Feb 26 AMC,35.50%,30.39M,15.35,"Apr 05, 1994",Yes / Yes,-123.92% -19.45%,"

","26,559,726",-8.96%,WULF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Union Company,Financial,Credit Services,USA,NYSE,-,5.88,1.53,0.69%,315.70M,-2.29%,2.81B,4.65,1.93,0.46%,311.30M,-7.53%,4.68B,0.76,0.40,107.21%,14.23%,-2.82%,499.60M,0.70,2.84%,5.48%,5.16,9.93%,4.04B,2.96,7.12%,5.99%,44.31M,-3.65%,3.03,2.28,6.13%,51.86%,10.67 -15.93%,-15.22%,3.94,5.57,-13.36% -3.18%,16.96%,7.85 14.27%,-17.40%,0.92 (10.30%),5.01,-3.31% -3.48%,32.79%,2.85%,2.91%,-64.64%,0.94 (10.48%),1.16,-44.41%,19.02%,0.29,-52.24%,"Mar 17, 2026",0.26,-3.86%,12.36%,37.60,3.71,0.00% 0.87%,0.26,-68.40%,-4.91%,0.52,9.00,61.64%,3.24,-4.80%,-5.62%,0.97,9.10,9600,2.08,Feb 20 BMO,1.20%,8.59M,8.97,"Sep 20, 2006",Yes / Yes,3.97% -3.47%,"

","8,346,191",-1.43%,WU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willis Towers Watson Public Limited Co,Financial,Insurance Brokers,United Kingdom,NASD,S&P 500,17.58,16.32,0.41%,95.08M,-0.15%,27.12B,12.83,22.35,0.19%,94.15M,-3.38%,30.90B,0.90,3.67,100.47%,1.90%,-13.69%,1.60B,2.79,15.08%,2.04%,2.32,-16.51%,9.71B,3.42,13.71%,5.61%,1.78M,-12.72%,83.89,8.49,14.22%,20.17%,352.79 -18.70%,-15.30%,33.77,17.54,19.31% 16.17%,11.30%,275.60 4.06%,26.78%,3.80 (1.32%),11.50,3.10% 2.43%,81.20%,2.37%,2.37%,25.04%,3.68 (1.28%),3.18,1988.18%,23.35%,7.45,140.18%,"Mar 31, 2026",1.20,-2.22%,16.53%,39.84,1.88,3.91% 6.00%,1.20,-37.97%,-2.46%,0.63,371.15,22.70%,0.87,-3.26%,-5.69%,0.53,289.51,46900,0.78,Feb 03 BMO,-10.00%,768.53K,286.80,"Jun 12, 2001",Yes / Yes,2.02% 2.91%,"

","406,230",-0.94%,WTW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Select Water Solutions Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,75.57,0.21,12.38%,120.92M,6.56%,2.14B,24.98,0.62,-3.67%,105.95M,13.22%,2.60B,0.76,0.07,79.08%,5.05%,46.11%,21.22M,1.52,-9.30%,1.38%,4.01,44.89%,1.41B,2.03,57.76%,1.43%,5.35M,48.19%,7.68,118.26,32.91%,2.65%,15.45 0.91%,47.63%,0.13,-,-25.88% -,1.91%,7.20 116.53%,146.68%,0.28 (1.80%),11.73,0.48% 18.39%,14.00%,3.79%,4.06%,189.24%,0.28 (1.80%),1.84,-31.61%,2.95%,0.60,-,"Feb 06, 2026",1.42,-3.08%,1.51%,72.56,1.00,77.58% -,1.57,79.14%,9.52%,0.98,17.75,136.52%,0.44,-0.73%,17.88%,1.25,15.15,3300,0.38,Feb 17 AMC,44.91%,1.33M,15.59,"Apr 21, 2017",Yes / Yes,81.21% 7.73%,"

","1,662,830",2.90%,WTTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
