Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Category,Asset Type,Tags,Return% 1Y,Total Holdings,Sponsor,ETF Type,Return% 3Y,AUM,Fund Family,Bond Type,Return% 5Y,NAV/sh,Average Maturity,Return% 10Y,Index Weighting,Commodity Type,Return% SI,Active/Passive,Quant Type,Flows% 1M,ESG Type,Flows% 3M,Dividend Type,Sector/Theme,Flows% YTD,Structure Type,Region,Flows% 1Y,Expense,Growth/Value,Flows% 3Y,Inverse/Leveraged,Flows% 5Y
Nanobiotix ADR,Healthcare,Biotechnology,France,NASD,-,-,-,20.50%,48.21M,-8.76%,1.42B,-,-0.33,0.00%,38.46M,17.55%,1.44B,-,-,0.16%,0.04%,32.26%,-,-,87.80%,2.60%,0.38,127.60%,-,-,-69.72%,-,0.02M,26.60%,-1.68,41.86,28.59%,-,41.89 -30.13%,702.36%,0.70,-,0.85% 9.96%,-,2.99 880.41%,748.41%,-,-,- -,-,4.55%,7.44%,91.62%,-,-,54.68%,-,2.57,-,-,0.63,-,-,47.84,1.00,- -,0.63,58.02%,-9.39%,0.68,31.52,-,-,-16.27%,10.11%,1.66,30.54,108,-,Sep 30 AMC,68.74%,40.49K,29.27,"Dec 11, 2020",No / Yes,50.00% 29.39%,"

","67,239",-4.16%,NBTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBT Bancorp. Inc,Financial,Banks - Regional,USA,NASD,RUT,12.68,3.31,2.04%,52.20M,1.57%,2.19B,9.16,4.58,2.69%,51.14M,-3.89%,-,-,0.98,64.35%,1.60%,-3.54%,169.24M,2.42,9.73%,-0.05%,3.64,-2.03%,906.30M,1.16,9.30%,1.14%,0.82M,1.06%,36.32,-,-,9.89%,46.92 -10.57%,-4.14%,-,10.01,-1.87% 6.99%,8.06%,37.31 12.46%,20.51%,1.51 (3.61%),-,18.83% 12.86%,-,2.28%,2.94%,7.95%,1.45 (3.46%),-,11.52%,26.37%,1.26,57.51%,"Mar 02, 2026",-,14.94%,18.67%,46.40,2.14,6.97% 5.63%,0.10,39.44%,-0.18%,0.48,49.17,42.69%,0.19,19.05%,-3.70%,0.87,41.99,2303,0.11,Jan 26 AMC,-1.26%,224.10K,41.96,"Mar 17, 1992",Yes / Yes,6.60% 0.82%,"

","194,888",-0.07%,NBTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nabors Industries Ltd,Energy,Oil & Gas Drilling,Bermuda,NYSE,RUT,5.21,16.49,-,14.54M,7.69%,1.26B,-,-2.73,-,9.08M,10.84%,3.70B,-,-2.21,84.18%,12.00%,67.75%,246.18M,0.40,-132.53%,-11.36%,2.84,121.74%,3.18B,2.12,51.67%,5.34%,1.09M,58.36%,40.62,1.34,-,68.44%,86.32 -0.38%,99.33%,64.11,-,- -,8.99%,23.27 269.53%,-20.64%,-,4.06,6.27% 8.34%,19.50%,5.38%,5.24%,-5.00%,-,1.16,180.80%,8.27%,4.05,-80.21%,"Mar 11, 2020",1.47,8.69%,7.73%,69.64,2.75,- -,1.56,102.59%,8.70%,0.90,76.71,0.00%,4.29,9.28%,18.66%,0.70,84.99,13900,3.64,Feb 11 AMC,73.88%,384.14K,85.99,"Jul 02, 1962",Yes / Yes,109.07% 0.43%,"

","269,949",1.18%,NBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neurocrine Biosciences, Inc",Healthcare,Drug Manufacturers - Specialty & Generic,USA,NASD,-,27.39,4.67,2.73%,100.10M,-2.18%,12.83B,16.62,7.69,-3.56%,97.62M,-0.41%,11.82B,0.57,1.15,98.69%,3.46%,-11.82%,478.60M,4.49,26.65%,1.83%,3.01,-12.79%,2.86B,3.93,30.06%,11.13%,3.38M,-9.85%,32.50,8.67,29.00%,16.38%,160.18 -20.18%,10.61%,14.75,17.14,44.05% 2.31%,13.05%,84.23 51.80%,31.75%,-,17.74,24.32% 22.29%,98.18%,2.81%,2.45%,46.01%,-,4.13,41.73%,22.25%,3.42,261.90%,-,3.30,21.45%,16.73%,42.50,1.42,- -,3.39,47.94%,-1.62%,0.37,177.57,0.00%,0.14,28.33%,-3.36%,1.14,127.05,2000,0.13,Feb 11 AMC,-6.66%,1.12M,127.86,"May 23, 1996",Yes / Yes,-17.97% 1.90%,"

","1,286,615",0.64%,NBIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebius Group N.V,Technology,Software - Infrastructure,Netherlands,NASD,-,225.45,0.51,19.42%,219.47M,-1.22%,28.92B,-,-2.20,0.00%,202.82M,14.21%,30.13B,-,-0.76,39.63%,21.69%,28.45%,101.60M,54.14,-30.06%,1.55%,3.05,7.80%,534.20M,6.30,8.06%,0.25%,43.98M,37.28%,18.23,7.86,-,0.50%,141.10 -18.56%,293.66%,14.61,-,-36.01% -16.70%,1.07%,18.31 527.58%,506.71%,-,-,-58.59% -29.39%,-7.66%,7.13%,7.09%,82.22%,-,56.41,373.88%,-113.33%,9.16,662.00%,-,6.57,354.32%,19.02%,55.94,1.56,- -,3.08,-70.26%,8.40%,4.57,172.58,0.00%,1.06,500.79%,14.99%,0.82,114.15,1371,1.05,Feb 12 BMO,31.70%,14.40M,114.91,"May 24, 2011",Yes / Yes,33.89% -7.92%,"

","11,761,090",0.67%,NBIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Bank Holdings Corp,Financial,Banks - Regional,USA,NYSE,RUT,13.47,2.85,9.11%,45.01M,-0.54%,1.73B,9.74,3.95,0.44%,40.91M,-4.28%,-,-,0.71,81.88%,2.78%,-3.13%,108.71M,2.98,11.40%,0.63%,2.01,-2.68%,580.41M,1.05,15.82%,1.10%,1.14M,1.13%,36.67,-,-,8.08%,42.99 -10.58%,-3.03%,-,13.06,9.45% 0.05%,7.42%,32.83 17.09%,14.92%,1.25 (3.25%),-,18.26% 10.67%,-,2.50%,2.62%,-2.71%,1.23 (3.20%),-,-7.70%,23.02%,1.12,90.86%,"Feb 27, 2026",-,-3.00%,18.73%,40.70,1.50,8.48% 8.45%,0.06,-42.27%,-2.47%,0.79,46.25,42.05%,0.07,-6.58%,-4.68%,1.01,38.04,1302,0.06,Jan 27 AMC,-0.61%,566.21K,38.44,"Sep 20, 2012",Yes / Yes,-26.61% -6.36%,"

","572,357",1.05%,NBHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navan Inc,Technology,Software - Application,USA,NASD,RUT,-,-1.50,74.96%,233.29M,-7.50%,2.12B,-,-,4.95%,62.27M,-7.15%,1.48B,-,-0.22,18.74%,8.89%,-43.68%,-371.92M,3.22,-,36.68%,3.27,-,656.34M,1.74,-,-,5.53M,-50.18%,4.90,2.38,-,-,22.75 -62.59%,-,3.58,-,- -,-25.45%,8.10 5.00%,-,-,-,- -,69.92%,6.34%,7.13%,-,-,2.25,-68.70%,-21.36%,0.72,-,-,4.43,30.42%,-56.67%,35.71,1.00,- -,4.43,-437.46%,-10.63%,-,22.54,-,0.21,28.99%,-24.24%,0.81,8.89,3200,0.20,Mar 25 AMC,-37.50%,1.69M,8.51,"Oct 30, 2025",Yes / Yes,281.82% 7.08%,"

","1,368,338",-4.27%,NAVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCR Atleos Corp,Technology,Software - Application,USA,NYSE,RUT,19.27,2.26,2.15%,73.70M,-1.02%,3.20B,7.68,5.66,-0.55%,72.08M,8.70%,5.52B,0.34,0.87,95.82%,4.04%,11.72%,171.00M,0.74,17.31%,0.96%,3.56,10.41%,4.36B,7.95,16.82%,3.05%,2.91M,14.09%,5.47,5.08,22.70%,54.98%,48.50 -10.35%,57.65%,8.57,13.40,11.89% -,5.31%,22.30 94.98%,-,-,7.47,1.77% -,24.08%,2.55%,3.19%,-,-,1.27,110.11%,11.22%,1.35,-,-,0.78,1.21%,3.92%,52.06,3.00,- -,0.96,131.55%,-1.96%,0.80,50.27,0.00%,7.32,5.11%,4.93%,1.03,43.35,20000,7.00,Feb 26 AMC,17.76%,818.53K,43.48,"Oct 11, 2023",Yes / Yes,9.72% 0.44%,"

","842,301",0.30%,NATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nordic American Tankers Ltd,Energy,Oil & Gas Midstream,Bermuda,NYSE,RUT,99.83,0.06,0.00%,211.75M,10.29%,1.23B,12.25,0.47,-,211.75M,17.68%,1.60B,1.74,0.13,47.09%,4.06%,71.81%,12.27M,4.19,-66.67%,4.65%,2.03,79.26%,292.42M,2.75,544.32%,1.43%,8.61M,68.31%,2.10,26.73,7.06%,2.57%,6.34 -8.68%,124.42%,0.22,-,-8.13% -29.59%,1.47%,2.13 171.83%,43.32%,0.35 (6.04%),18.50,-4.84% -3.78%,19.79%,6.10%,5.56%,74.40%,0.47 (8.12%),5.49,-74.03%,9.92%,0.27,-59.09%,"Mar 10, 2026",1.68,-16.39%,4.20%,64.93,3.00,48.47% -4.36%,2.24,788.71%,6.15%,-0.47,6.00,620.69%,0.95,15.41%,21.44%,1.50,5.47,15,0.87,Feb 26 BMO,61.02%,4.24M,5.79,"Sep 30, 1997",Yes / Yes,-135.71% -15.60%,"

","6,369,219",5.85%,NAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewAmsterdam Pharma Company NV,Healthcare,Biotechnology,Netherlands,NASD,-,-,-1.75,37.34%,114.40M,-1.76%,3.46B,-,-1.39,-3.53%,72.04M,-16.89%,2.82B,-,-0.49,67.92%,10.63%,-14.38%,-203.82M,153.61,-11.21%,1.59%,9.90,11.13%,22.50M,5.03,27.45%,-24.95%,7.66M,-14.31%,5.97,5.42,50.03%,-28.29%,42.00 -28.43%,25.25%,5.55,-,-12.98% -,-29.82%,14.06 113.80%,119.58%,-,-,-39.71% -,99.02%,6.18%,5.83%,206.42%,-,125.28,32.78%,-1002.90%,1.79,-,-,7.88,-50.61%,-905.74%,44.49,1.12,- -,7.88,31.06%,-3.08%,0.15,50.29,-,0.00,-99.75%,-7.51%,0.83,30.01,100,0.00,Feb 18 BMO,0.12%,773.28K,30.06,"Feb 08, 2021",Yes / Yes,-10.50% -98.10%,"

","643,518",0.17%,NAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuveen Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,NYSE,-,40.46,0.28,0.06%,233.46M,-5.19%,2.65B,-,-,0.01%,233.30M,-7.13%,-,-,-,20.80%,0.40%,-5.82%,-,11.53,-,-,1.28,-2.66%,229.37M,0.93,-,-,0.93M,-5.74%,12.23,-,-,-,12.31 -7.96%,-2.75%,-,-,- -,-,10.40 8.94%,0.44%,-,-,- -,-,1.70%,0.85%,-24.06%,0.87 (7.68%),-,-,-,0.13,-22.36%,"Mar 13, 2026",-,-,-,21.76,-,10.40% 6.18%,-,50.80%,-5.74%,0.66,-,319.99%,-,-1.60%,-6.17%,3.52,11.77,-,-,-,-3.51%,722.34K,11.33,"May 26, 1999",No / Yes,- -,"

","2,543,106",-3.74%,NAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuveen California Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,NYSE,-,-,-0.82,-,155.23M,-3.02%,1.80B,-,-,-,155.23M,-2.85%,-,-,-,14.49%,0.20%,-1.78%,-,13.33,-,-,0.57,2.12%,134.75M,1.05,-,-,0.31M,-2.03%,11.06,-,-,-,12.25 -5.55%,2.30%,-,-,- -,-,10.35 11.79%,6.54%,-,-,- -,-,0.86%,0.66%,-21.40%,0.89 (7.68%),-,-,-,0.09,-27.60%,"Mar 13, 2026",-,-,-,27.73,-,13.58% 7.11%,-,-,-2.83%,0.58,-,-,-,-,-2.76%,1.74,11.76,-,-,-,-0.15%,543.64K,11.57,"May 26, 1999",No / Yes,- -,"

","947,374",-1.62%,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marzetti Co,Consumer Defensive,Packaged Foods,USA,NASD,RUT,21.59,6.53,30.17%,27.42M,-0.71%,3.87B,19.16,7.36,0.00%,19.15M,-13.89%,3.71B,4.13,1.57,61.23%,2.97%,-16.62%,179.49M,1.99,4.35%,-0.44%,2.65,-19.75%,1.94B,3.75,4.99%,13.98%,0.57M,-14.20%,37.66,19.19,4.64%,17.84%,193.40 -27.06%,-19.79%,7.35,16.86,23.12% 4.08%,16.75%,138.43 1.90%,-32.12%,-,12.43,4.43% 7.43%,24.07%,3.28%,3.24%,-21.55%,3.90 (2.76%),1.91,14.78%,11.89%,4.92,28.90%,"Mar 06, 2026",1.82,2.34%,9.23%,29.51,2.17,5.98% 6.40%,2.72,21.03%,-8.94%,0.47,192.00,61.77%,0.04,1.70%,-12.04%,1.34,143.00,3700,0.04,Feb 03 BMO,-16.75%,214.44K,141.07,"Mar 17, 1980",Yes / Yes,-1.17% -0.34%,"

","287,937",-1.35%,MZTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR Group Inc,Industrials,Engineering & Construction,USA,NASD,RUT,37.69,7.54,1.93%,15.52M,7.08%,4.42B,26.40,10.76,-0.96%,15.24M,3.53%,4.37B,1.31,2.02,99.33%,3.92%,28.49%,118.42M,1.21,23.56%,-0.90%,2.46,50.22%,3.66B,6.68,15.68%,7.36%,0.60M,30.05%,42.55,29.41,20.18%,18.78%,290.87 -2.31%,121.09%,9.66,19.02,15.31% 16.70%,15.88%,97.72 190.78%,136.99%,-,19.07,6.73% 10.23%,11.45%,5.33%,5.00%,335.38%,-,1.19,306.58%,4.45%,13.55,1059.80%,-,1.33,8.79%,3.24%,60.14,1.88,- -,1.33,136.84%,5.67%,1.09,302.57,0.00%,0.16,17.32%,8.45%,1.02,274.39,9000,0.13,Feb 25 AMC,31.92%,242.87K,284.15,"Aug 12, 2008",Yes / Yes,24.61% 8.42%,"

","246,782",3.56%,MYRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackRock MuniYield Quality Fund III Inc,Financial,Closed-End Fund - Debt,USA,NYSE,-,-,-0.60,0.31%,66.47M,-2.94%,701.89M,-,-,0.00%,66.26M,-6.30%,-,-,-,28.83%,0.30%,-2.58%,-,11.74,-,-,1.01,-3.65%,59.79M,0.94,-,-,0.20M,-2.85%,11.25,-,-,-,11.46 -7.85%,-5.21%,-,-,- -,-,9.98 5.81%,-2.94%,-,-,- -,-,1.12%,0.81%,-23.70%,0.67 (6.36%),-,-,-,0.09,-29.47%,"Apr 15, 2026",-,-,-,20.25,-,4.49% 4.01%,-,-,-3.93%,0.63,-,-,-,3.00%,-4.78%,2.61,10.66,-,-,-,-2.54%,196.82K,10.56,"Apr 13, 1992",No / Yes,- -,"

","514,607",-0.94%,MYI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxLinear Inc,Technology,Semiconductors,USA,NASD,RUT,-,-1.58,6.78%,86.45M,4.94%,1.52B,15.53,1.14,-1.26%,80.59M,-1.67%,1.60B,0.27,0.18,88.11%,6.69%,0.06%,-136.68M,3.26,177.42%,0.91%,4.80,3.10%,467.64M,3.37,32.09%,-16.44%,5.39M,1.20%,5.23,20.55,56.72%,-28.23%,20.82 -15.27%,32.43%,0.86,217.24,- -3.21%,-23.25%,8.35 111.26%,-49.63%,-,-,-25.26% -0.46%,54.57%,5.78%,5.17%,-45.20%,-,3.41,46.08%,-21.89%,0.98,1.67%,-,0.92,29.71%,-29.23%,52.62,2.27,- -,1.34,75.05%,3.69%,1.72,21.55,-,0.32,48.03%,-1.80%,0.57,17.14,1115,0.30,Jan 29 AMC,8.02%,1.12M,17.64,"Mar 24, 2010",Yes / Yes,5.97% 1.20%,"

","643,951",2.92%,MXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLV Energy Inc,Industrials,Infrastructure Operations,USA,NASD,-,-,-,43.03%,202.49M,-3.37%,2.53B,19.51,1.49,0.00%,115.35M,-7.50%,2.61B,0.73,0.15,-,0.82%,-,-,-,58.43%,0.10%,0.71,-,-,14.79,12.49%,-,0.94M,-5.48%,1.96,6.40,26.64%,-,33.00 -12.15%,-,4.53,-,- -,-,26.42 9.73%,-,-,-,2.42% -,-,6.60%,6.16%,-,-,-,-,-,1.77,-,-,0.85,-,-,48.18,1.10,- -,0.99,-,-0.84%,-,34.70,-,1.04,-,-2.75%,0.53,28.45,-,0.99,Mar 19 BMO,-2.75%,1.33M,28.99,"Feb 11, 2026",No / Yes,-35.29% 0.25%,"

","708,226",1.90%,MWH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mueller Water Products Inc,Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,22.23,1.27,1.59%,156.36M,1.92%,4.41B,18.15,1.55,-1.69%,153.90M,-4.73%,4.40B,2.47,0.37,96.10%,2.81%,15.11%,199.60M,3.05,10.31%,-1.11%,3.89,10.94%,1.44B,4.33,7.50%,11.52%,4.32M,18.35%,6.51,9.59,7.34%,21.55%,31.00 -9.06%,1.48%,2.94,25.37,35.91% 21.80%,13.59%,22.01 28.08%,115.36%,0.28 (0.99%),13.41,4.65% 8.20%,36.96%,2.40%,2.59%,111.80%,0.27 (0.97%),3.05,45.38%,19.42%,0.77,196.74%,"Feb 10, 2026",2.55,5.94%,13.83%,50.15,2.33,5.49% 5.15%,4.02,22.53%,-0.84%,1.15,30.33,22.02%,0.44,4.57%,0.23%,1.25,27.90,3500,0.44,Feb 04 AMC,9.38%,1.11M,28.19,"May 26, 2006",Yes / Yes,10.14% 1.33%,"

","1,391,625",1.04%,MWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McEwen Inc,Basic Materials,Other Precious Metals & Mining,Canada,NYSE,-,37.70,0.50,14.44%,53.05M,-15.86%,1.13B,5.93,3.20,-0.43%,50.87M,-27.96%,1.18B,0.06,0.42,47.99%,18.85%,-2.12%,34.43M,5.70,101.13%,10.07%,7.35,26.35%,197.55M,1.84,169.36%,4.63%,9.59M,2.32%,10.30,15.61,99.18%,6.61%,29.70 -36.23%,143.76%,1.21,-,- -,5.11%,6.38 196.87%,140.36%,-,65.93,21.40% 13.52%,10.57%,6.18%,6.53%,78.68%,-,5.99,172.09%,-6.97%,1.68,1.28%,"Aug 24, 2018",1.27,13.23%,17.43%,30.54,1.38,- -,1.69,468.75%,-20.56%,1.29,32.17,0.00%,0.24,92.77%,-23.15%,0.75,18.97,424,0.23,Mar 12 BMO,9.50%,1.30M,18.94,"May 07, 1980",Yes / Yes,300.00% -7.05%,"

","971,354",-0.16%,MUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murphy USA Inc,Consumer Cyclical,Specialty Retail,USA,NYSE,-,19.27,24.29,9.01%,18.57M,2.10%,8.68B,17.20,27.21,-3.52%,16.86M,19.56%,11.39B,2.23,3.13,86.77%,8.09%,15.62%,470.60M,0.45,-0.43%,-1.61%,3.94,22.80%,19.38B,13.94,9.80%,9.84%,1.36M,16.01%,33.58,300.23,7.71%,64.31%,523.09 -10.51%,4.78%,1.56,23.18,-4.98% 13.01%,14.17%,345.23 35.59%,90.30%,2.45 (0.52%),11.17,-6.14% 11.47%,5.01%,4.08%,3.95%,238.74%,2.29 (0.49%),0.59,0.00%,3.81%,17.41,639.86%,"Feb 23, 2026",0.36,-4.25%,2.43%,64.97,2.70,19.18% 53.78%,0.80,8.15%,7.18%,0.29,429.38,8.92%,4.40,0.70%,10.82%,0.79,458.77,16900,4.33,Feb 04 AMC,16.88%,346.57K,468.11,"Aug 19, 2013",Yes / Yes,11.83% -1.91%,"

","272,957",2.04%,MUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murphy Oil Corp,Energy,Oil & Gas E&P,USA,NYSE,RUT,53.59,0.72,6.13%,142.79M,4.97%,5.52B,15.17,2.55,-0.63%,134.07M,17.10%,7.46B,0.40,0.11,90.84%,10.56%,22.29%,104.23M,2.05,33.67%,-2.81%,5.26,42.56%,2.69B,1.08,39.02%,1.06%,14.16M,23.58%,35.85,14.62,38.12%,2.01%,39.60 -2.47%,41.67%,2.64,27.84,-50.94% -,1.48%,18.94 103.85%,11.94%,1.38 (3.57%),5.22,-13.94% 8.96%,21.50%,3.89%,4.51%,130.57%,1.32 (3.43%),2.77,-73.21%,14.42%,1.63,60.05%,"Feb 17, 2026",0.71,-10.87%,3.87%,64.47,2.90,16.60% 15.96%,0.77,-75.94%,9.60%,0.66,36.19,179.63%,0.43,-8.44%,15.63%,1.32,37.61,813,0.38,Jan 28 AMC,33.64%,2.69M,38.62,"Jan 02, 1962",Yes / Yes,416.03% -1.45%,"

","3,562,124",2.69%,MUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mitsubishi UFJ Financial Group, Inc. ADR",Financial,Banks - Diversified,Japan,NYSE,-,14.77,1.13,0.01%,11.34B,-0.71%,189.52B,11.97,1.40,0.00%,11.33B,-12.18%,-,0.94,0.25,2.94%,0.06%,6.23%,12.97B,2.29,13.22%,2.11%,1.92,4.17%,82.71B,1.39,12.56%,0.49%,7.11M,5.42%,12.02,-,12.77%,9.75%,20.15 -17.00%,14.29%,-,-,10.07% 22.75%,3.98%,10.46 59.85%,167.09%,0.48 (2.87%),-,19.38% 6.09%,-,2.34%,2.38%,195.41%,0.23 (1.35%),-,3.71%,15.56%,0.48,261.12%,"Sep 30, 2025",-,-0.93%,15.68%,39.53,1.53,24.81% 13.00%,1.86,6.83%,-3.16%,0.42,21.02,33.40%,3.77,7.62%,-7.46%,0.96,16.66,156253,1.39,Feb 04 AMC,5.89%,3.70M,16.72,"Sep 19, 1989",Yes / Yes,3.14% -,"

","3,538,632",0.36%,MUFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackRock MuniHoldings California Quality Fund Inc,Financial,Closed-End Fund - Debt,USA,NYSE,-,-,-0.79,-,94.18M,-2.51%,986.11M,-,-,-,94.18M,-4.21%,-,-,-,31.00%,0.09%,-2.60%,-,11.92,-,-,0.31,-3.23%,82.69M,0.94,-,-,0.09M,-1.23%,11.17,-,-,-,11.04 -5.16%,-2.70%,-,-,- -,-,9.97 5.02%,-2.78%,-,-,- -,-,1.02%,0.85%,-30.05%,0.65 (6.19%),-,-,-,0.10,-33.04%,"Apr 15, 2026",-,-,-,23.38,-,1.43% 1.72%,-,-,-2.97%,0.66,-,-,-,5.30%,-3.47%,1.56,10.62,-,-,-,-1.34%,282.05K,10.47,"Mar 02, 1998",No / Yes,- -,"

","441,265",-1.46%,MUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micron Technology Inc,Technology,Semiconductors,USA,NASD,"NDX, S&P 500",18.67,21.18,0.30%,1.13B,-14.33%,446.05B,4.27,92.67,-11.42%,1.12B,-6.04%,442.24B,0.04,18.78,79.38%,2.61%,48.74%,24.11B,7.67,572.87%,-0.32%,0.80,140.27%,58.12B,6.16,66.13%,27.62%,29.37M,38.58%,64.24,30.52,109.49%,39.82%,471.34 -16.08%,308.02%,12.96,43.39,-0.66% 26.19%,29.16%,61.54 542.72%,546.71%,0.55 (0.14%),11.95,6.71% 11.76%,58.54%,6.16%,5.45%,376.54%,0.46 (0.12%),7.61,410.18%,48.65%,25.35,3666.95%,"Mar 30, 2026",2.32,85.55%,41.49%,45.55,1.46,2.27% -,2.90,756.34%,-4.60%,1.53,532.98,6.06%,0.15,196.29%,-1.89%,1.21,404.35,53000,0.14,Mar 18 AMC,68.55%,36.68M,395.53,"Jun 01, 1984",Yes / Yes,32.81% 19.50%,"

","44,457,741",-2.18%,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mastec Inc,Industrials,Engineering & Construction,USA,NYSE,-,63.60,5.07,23.78%,78.90M,5.90%,25.46B,30.89,10.44,-0.06%,60.14M,15.86%,27.93B,1.26,0.97,74.89%,4.27%,47.88%,399.04M,1.78,28.70%,2.27%,2.73,55.82%,14.30B,7.81,23.90%,4.07%,2.57M,48.43%,41.31,64.28,24.50%,12.93%,320.97 0.52%,145.03%,5.02,89.09,130.20% 2.97%,6.97%,99.70 223.62%,252.70%,-,25.87,13.51% 17.73%,9.55%,5.29%,5.23%,275.13%,-,1.95,146.24%,4.56%,14.74,1490.98%,-,1.29,16.22%,2.79%,66.32,1.42,- -,1.32,91.75%,7.43%,1.83,344.40,0.00%,0.86,15.77%,18.88%,1.14,310.63,36000,0.76,Feb 26 AMC,51.00%,941.99K,322.65,"Nov 01, 1982",Yes / Yes,6.38% 6.03%,"

","1,075,442",3.87%,MTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minerals Technologies, Inc",Basic Materials,Specialty Chemicals,USA,NYSE,RUT,-,-0.51,1.46%,31.03M,-3.29%,2.11B,9.67,7.01,-6.13%,30.59M,-3.15%,2.82B,-,1.26,97.49%,1.40%,12.04%,-18.50M,1.02,12.45%,-1.05%,2.16,8.53%,2.07B,1.23,13.01%,-0.54%,0.43M,11.30%,55.21,6.33,-,-1.07%,75.29 -9.90%,2.48%,10.71,24.32,- -,-0.68%,49.54 36.94%,20.35%,-,7.16,-0.84% 5.38%,24.99%,3.63%,3.17%,-6.85%,0.46 (0.68%),1.36,-109.81%,13.85%,2.23,24.94%,"Feb 13, 2026",1.45,-2.17%,-0.89%,46.99,1.00,31.04% 17.61%,2.08,-28.87%,-1.38%,1.24,87.25,7.93%,0.59,0.27%,-2.01%,1.25,65.95,3782,0.58,Jan 29 AMC,9.17%,198.32K,67.84,"Oct 23, 1992",Yes / Yes,-0.59% 0.31%,"

","248,468",2.87%,MTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MACOM Technology Solutions Holdings Inc,Technology,Semiconductors,USA,NASD,-,111.53,2.13,11.27%,75.01M,7.20%,17.80B,42.58,5.57,-20.27%,66.56M,-3.38%,17.59B,1.76,1.07,95.38%,4.76%,36.01%,162.09M,17.43,28.86%,2.61%,2.37,83.20%,1.02B,13.15,24.61%,8.21%,3.17M,38.50%,18.04,23.16,24.21%,12.95%,258.98 -8.40%,110.24%,10.24,134.06,- -1.16%,9.21%,84.00 182.42%,238.22%,-,80.67,12.73% 12.78%,53.59%,5.87%,5.20%,326.06%,-,17.24,254.19%,15.23%,12.25,463.09%,-,3.18,29.12%,15.88%,56.19,1.56,- -,3.96,127.62%,3.27%,1.47,261.14,-,0.42,24.52%,3.55%,0.92,229.26,2000,0.30,Feb 05 BMO,42.73%,1.34M,237.23,"Mar 15, 2012",Yes / Yes,2.15% 0.96%,"

","1,235,785",3.48%,MTSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
