Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Category,Asset Type,Tags,Return% 1Y,Total Holdings,Sponsor,ETF Type,Return% 3Y,AUM,Fund Family,Bond Type,Return% 5Y,NAV/sh,Average Maturity,Return% 10Y,Index Weighting,Commodity Type,Return% SI,Active/Passive,Quant Type,Flows% 1M,ESG Type,Flows% 3M,Dividend Type,Sector/Theme,Flows% YTD,Structure Type,Region,Flows% 1Y,Expense,Growth/Value,Flows% 3Y,Inverse/Leveraged,Flows% 5Y
Bristol-Myers Squibb Co,Healthcare,Drug Manufacturers - General,USA,NYSE,S&P 500,16.59,3.46,0.19%,2.04B,-3.89%,116.87B,9.36,6.13,0.00%,2.03B,-6.30%,153.37B,-,1.45,81.91%,1.64%,5.91%,7.05B,2.43,1.81%,1.13%,2.49,27.59%,48.19B,6.33,-2.07%,7.72%,33.42M,6.40%,9.07,10.95,-3.94%,40.53%,62.89 -8.74%,-6.00%,5.24,9.10,5.47% -,11.17%,42.52 34.97%,-15.20%,2.52 (4.40%),7.98,1.45% 2.54%,65.89%,2.28%,2.01%,-7.88%,2.49 (4.34%),3.18,178.35%,31.36%,1.30,-8.21%,"Apr 02, 2026",1.14,-0.22%,14.64%,38.82,2.44,4.37% 6.24%,1.26,-55.76%,-4.29%,0.30,62.42,71.98%,2.55,11.62%,-2.04%,0.89,57.00,32500,2.42,Feb 05 BMO,13.71%,13.43M,57.39,"Jul 05, 1929",Yes / Yes,2.77% 1.80%,"

","11,977,025",0.68%,BMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomarin Pharmaceutical Inc,Healthcare,Biotechnology,USA,NASD,-,30.36,1.78,1.44%,192.30M,-3.50%,10.40B,10.08,5.37,-1.73%,189.55M,-14.03%,9.49B,0.18,0.74,99.50%,4.36%,-11.55%,348.90M,3.21,140.12%,4.01%,3.82,0.28%,3.24B,1.71,24.14%,4.79%,8.26M,-8.99%,31.65,6.67,55.42%,5.94%,73.18 -26.09%,-24.86%,8.11,14.35,34.05% -16.79%,5.19%,50.76 6.56%,-40.39%,-,10.58,16.55% 11.97%,77.42%,2.38%,3.66%,-27.62%,-,2.93,-18.80%,25.21%,2.00,-33.11%,-,3.47,14.18%,10.76%,30.75,1.58,- -,5.18,-137.57%,-7.64%,0.30,88.82,0.00%,0.11,21.24%,-7.42%,0.78,54.78,3221,0.10,Feb 23 AMC,-4.39%,2.16M,54.09,"Jul 23, 1999",Yes / Yes,-241.68% 4.90%,"

","1,696,966",-1.26%,BMRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank of Montreal,Financial,Banks - Diversified,Canada,NYSE,-,15.81,8.63,0.06%,706.20M,-2.55%,96.32B,11.57,11.79,0.00%,705.78M,-4.15%,-,0.83,2.50,49.74%,0.49%,5.14%,6.19B,1.75,19.35%,-2.26%,4.43,5.23%,55.16B,1.67,13.20%,0.62%,3.47M,5.09%,81.56,-,13.86%,10.53%,149.01 -8.47%,39.93%,-,4.95,-19.28% 7.81%,7.07%,85.40 59.71%,61.31%,4.97 (3.64%),-,17.40% 16.93%,-,1.98%,2.16%,55.25%,4.72 (3.46%),-,12.17%,15.13%,3.30,131.96%,"Apr 29, 2026",-,-5.60%,11.23%,43.47,3.33,2.92% 7.87%,0.56,22.63%,-3.46%,0.92,148.32,56.20%,1.96,-3.34%,-2.71%,0.71,137.12,53234,0.38,Feb 25 BMO,8.21%,783.09K,136.39,"Oct 27, 1994",Yes / Yes,8.35% 2.88%,"

","552,431",-0.53%,BMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BitMine Immersion Technologies Inc,Financial,Capital Markets,USA,AMEX,-,-,-0.87,4.82%,454.86M,-10.46%,9.46B,31.04,0.67,0.00%,432.95M,8.22%,8.57B,-,0.09,32.44%,5.11%,-33.67%,-4.87B,1315.87,-156.46%,14.43%,0.50,-62.25%,7.19M,0.76,108.86%,-84.77%,22.13M,-23.39%,27.54,10.66,-,-86.57%,161.00 -87.08%,121.51%,1.95,-,- -,-43.30%,3.20 550.00%,5.05%,-,-,142.45% -,0.94%,5.30%,6.40%,-85.19%,0.01 (0.05%),1192.41,74.62%,-3289.11%,1.58,1.96%,"Dec 08, 2025",6.48,79.69%,-67787.45%,46.97,1.00,- -,6.48,-862.76%,-0.24%,1.40,34.50,0.00%,0.00,90.95%,-9.68%,0.94,21.27,7,0.00,Jan 28,-42.94%,44.17M,20.80,"Dec 08, 2003",Yes / Yes,-5376.67% -48.55%,"

","41,704,748",-2.21%,BMNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badger Meter Inc,Technology,Scientific & Technical Instruments,USA,NYSE,RUT,31.45,4.79,0.72%,29.39M,0.43%,4.40B,27.16,5.55,0.46%,28.97M,-3.56%,4.18B,2.73,1.21,103.66%,8.84%,-17.07%,141.63M,4.80,6.52%,3.01%,6.51,-15.00%,916.66M,6.21,8.72%,15.83%,2.56M,-13.63%,24.27,19.45,9.95%,21.47%,256.08 -41.17%,-22.42%,7.75,25.91,28.38% 23.19%,19.60%,139.14 8.27%,28.79%,1.39 (0.92%),19.19,17.46% 16.59%,41.68%,2.89%,3.57%,62.00%,1.54 (1.02%),4.56,13.20%,20.01%,5.64,361.73%,"Feb 27, 2026",2.36,10.90%,15.45%,48.36,2.20,20.30% 16.15%,3.36,9.28%,0.62%,0.90,179.44,30.90%,0.02,7.57%,-3.11%,0.62,153.83,2477,0.01,Jan 28 BMO,-18.25%,393.59K,150.64,"Aug 31, 1971",Yes / Yes,-1.49% -4.60%,"

","242,553",-2.07%,BMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banco Macro S.A. ADR,Financial,Banks - Regional,Argentina,NYSE,-,19.87,3.55,0.01%,62.82M,6.11%,4.43B,6.75,10.44,0.00%,62.81M,-19.36%,-,0.13,1.10,11.41%,0.52%,-20.60%,226.85M,0.94,96.96%,10.02%,1.00,52.03%,4.69B,1.25,62.41%,1.51%,0.33M,-20.72%,56.37,-,53.68%,6.02%,105.06 -32.91%,-11.61%,-,2.80,-10.95% -11.50%,4.93%,37.62 87.39%,417.74%,2.78 (3.95%),-,-6.20% 19.30%,-,5.46%,6.10%,534.67%,1.75 (2.49%),-,-22.31%,26.28%,4.43,35.13%,"Mar 20, 2026",-,-23.62%,4.84%,41.13,1.25,- -,0.77,-38.53%,-2.31%,1.61,124.12,-,0.29,1.00%,-16.75%,0.75,70.33,-,0.28,Feb 25 BMO,-2.97%,330.05K,70.49,"Mar 24, 2006",Yes / Yes,-0.61% 21.76%,"

","246,703",0.23%,BMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banco Latinoamericano De Comercio Exterior SA,Financial,Banks - Regional,Panama,NYSE,RUT,8.34,6.11,24.61%,36.79M,3.46%,1.79B,7.42,6.86,0.00%,27.74M,3.27%,-,1.05,-,10.93%,0.59%,16.24%,226.88M,2.13,0.90%,-2.38%,1.07,8.44%,838.24M,1.13,11.27%,1.84%,0.16M,14.13%,45.09,-,7.07%,15.05%,51.99 -2.10%,34.76%,-,4.86,34.05% 30.66%,3.96%,31.14 63.46%,206.26%,2.63 (5.18%),-,33.56% 34.48%,-,2.26%,2.31%,244.62%,2.56 (5.04%),-,8.97%,27.06%,1.22,116.14%,"Feb 25, 2026",-,0.93%,27.07%,63.22,1.00,35.72% 17.01%,7.13,7.47%,3.44%,0.83,56.00,40.94%,2.49,-0.15%,5.00%,0.92,50.39,-,2.41,Feb 12 AMC,12.67%,153.91K,50.90,"Sep 24, 1992",Yes / Yes,- -,"

","141,383",1.01%,BLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belite Bio Inc ADR,Healthcare,Biotechnology,USA,NASD,-,-,-2.30,0.86%,39.34M,-6.55%,5.93B,116.47,1.29,0.00%,39.00M,-20.31%,5.16B,-,-0.64,18.39%,2.03%,-3.31%,-77.61M,-,7.25%,5.55%,3.82,111.57%,0.00M,7.70,160.44%,-16.64%,0.79M,-5.71%,19.59,7.68,-,-16.94%,200.00 -24.58%,125.30%,19.64,-,-54.04% -549.64%,-28.32%,49.00 207.82%,458.42%,-,-,- -,-,4.30%,5.06%,-,-,-,-94.37%,-,8.43,-,-,24.31,-,-,31.90,1.00,- -,24.31,-117.75%,-11.29%,-1.23,211.50,-,0.00,-,-11.57%,0.85,151.14,25,0.00,Mar 02 BMO,35.65%,207.19K,150.83,"Apr 29, 2022",No / Yes,30.44% -,"

","175,801",-0.21%,BLTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullish,Technology,Software - Infrastructure,Cayman Islands,NYSE,-,-,-4.08,60.58%,150.83M,-6.43%,5.62B,39.42,0.95,0.00%,59.25M,22.00%,5.77B,0.66,0.14,35.01%,15.00%,-16.21%,-764.68M,0.02,97.43%,13.88%,4.61,-45.91%,244.81B,1.75,58.22%,-,8.89M,-1.32%,21.32,11.04,59.83%,-,118.00 -68.33%,-,3.39,-,35.47% -,-20.44%,24.79 50.75%,-,-,-,49.76% -,0.03%,6.71%,6.04%,-,-,0.02,-,-0.06%,2.30,-,-,27.69,-,-0.31%,53.47,1.91,- -,29.28,-693.82%,2.95%,-,44.10,-,0.18,18.73%,8.45%,0.89,39.55,414,0.16,Feb 05 BMO,-19.67%,1.93M,37.37,"Aug 13, 2025",Yes / Yes,31.05% 5.63%,"

","1,712,738",-5.51%,BLSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billiontoone Inc,Healthcare,Diagnostics & Research,USA,NASD,-,-,-0.01,54.96%,41.25M,6.19%,3.41B,86.72,0.85,0.00%,20.70M,2.75%,3.02B,0.70,0.03,13.58%,5.65%,-27.80%,-0.20M,11.16,234.69%,32.95%,4.38,-,305.11M,7.07,82.32%,-0.04%,1.17M,-9.48%,10.48,6.87,124.59%,-0.06%,138.70 -46.59%,-,10.79,-,- -,-0.03%,61.96 19.56%,-,-,118.45,106.24% -,68.32%,6.45%,9.21%,-,-,9.89,99.30%,5.25%,6.25,-,-,11.32,99.97%,-0.06%,47.43,1.50,- -,11.69,121.55%,1.14%,-,119.57,0.00%,0.23,113.09%,-9.30%,0.84,79.59,713,0.22,Mar 04 AMC,-17.87%,266.91K,74.08,"Nov 06, 2025",Yes / Yes,82.72% 10.17%,"

","224,324",-6.92%,BLLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackbaud Inc,Technology,Software - Application,USA,NASD,RUT,17.15,2.38,22.88%,46.71M,-7.08%,1.88B,6.88,5.93,-0.67%,35.42M,-11.76%,2.23B,-,1.20,77.98%,4.68%,-35.83%,115.03M,1.66,16.94%,-3.71%,3.52,-38.80%,1.13B,22.42,14.05%,4.71%,1.66M,-35.52%,1.82,2.47,-,101.33%,74.88 -45.47%,-34.04%,16.52,7.28,- 71.80%,9.78%,42.81 -4.63%,-29.40%,-,7.80,2.14% 4.31%,58.56%,4.41%,4.06%,-40.73%,-,1.98,141.20%,19.40%,2.09,-32.20%,"Feb 27, 2020",0.77,-2.36%,10.20%,25.61,2.71,- -,0.77,111.22%,-11.46%,1.13,58.00,0.00%,13.12,-2.26%,-17.88%,1.46,43.52,2800,12.84,Feb 10 BMO,-31.99%,471.09K,40.83,"Jul 22, 2004",Yes / Yes,4.57% 1.06%,"

","687,115",-6.18%,BLKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackrock Inc,Financial,Asset Management,USA,NYSE,S&P 500,27.88,35.00,12.08%,155.54M,0.52%,159.25B,15.80,61.79,-0.63%,143.45M,-8.87%,168.43B,1.15,12.40,73.18%,1.01%,-7.93%,5.55B,6.39,12.66%,0.61%,1.73,-14.10%,24.92B,2.85,14.04%,3.60%,1.45M,-8.81%,342.54,13.89,13.69%,10.74%,1219.94 -19.99%,1.30%,70.29,42.48,1.30% 2.08%,7.86%,773.74 26.15%,51.36%,23.85 (2.44%),17.40,12.26% 8.04%,78.20%,2.26%,3.00%,35.05%,21.36 (2.19%),6.76,-15.57%,34.33%,31.08,191.99%,"Mar 06, 2026",3.45,19.40%,22.28%,42.25,1.48,2.21% 7.49%,3.45,-32.70%,-1.86%,1.49,1315.76,59.02%,0.27,25.69%,-7.63%,0.75,974.58,24900,0.26,Jan 15 BMO,-9.99%,835.56K,976.06,"Oct 01, 1999",Yes / Yes,7.56% 3.66%,"

","625,443",0.15%,BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Builders Firstsource Inc,Industrials,Building Products & Equipment,USA,NYSE,S&P 500,21.56,3.89,2.85%,110.58M,-7.43%,9.28B,10.72,7.83,1.61%,107.46M,-21.76%,14.20B,1.23,0.39,95.71%,5.19%,-19.13%,435.22M,0.61,-13.86%,-6.61%,2.43,-31.09%,15.19B,2.13,31.95%,3.94%,5.58M,-18.42%,39.36,51.08,8.72%,10.06%,151.03 -44.42%,-36.28%,1.64,10.88,-38.61% 7.92%,4.67%,80.00 4.93%,-0.62%,-,10.31,-12.57% 12.16%,30.39%,4.43%,4.33%,98.11%,-,0.93,-57.13%,5.18%,4.53,727.81%,-,1.16,-7.38%,2.87%,32.11,2.16,- -,1.86,-82.74%,-9.06%,1.62,126.73,0.00%,1.17,-12.10%,-22.85%,0.74,84.66,28000,1.14,Feb 17 BMO,-28.91%,2.30M,83.94,"Jun 22, 2005",Yes / Yes,-14.35% -2.80%,"

","1,704,379",-0.85%,BLDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TopBuild Corp,Industrials,Engineering & Construction,USA,NYSE,-,19.19,18.30,0.75%,28.07M,-4.35%,9.88B,16.49,21.30,-5.01%,27.93M,-30.56%,12.85B,2.23,3.65,108.77%,4.57%,-17.70%,521.73M,1.83,-6.90%,2.77%,3.90,-12.78%,5.41B,4.26,15.70%,9.02%,1.28M,-15.81%,82.52,53.50,7.40%,23.06%,559.47 -37.22%,11.46%,6.57,14.18,2.17% 19.77%,9.82%,266.26 31.91%,81.93%,-,12.97,2.60% 14.76%,29.01%,4.38%,4.54%,79.57%,-,2.38,-9.93%,15.18%,17.78,1099.11%,-,1.34,1.49%,9.65%,26.89,1.47,- -,1.94,-27.24%,-10.52%,1.79,498.07,0.00%,1.36,13.19%,-23.42%,1.05,346.99,14707,1.29,Feb 26 BMO,-15.91%,327.58K,351.22,"Jun 17, 2015",Yes / Yes,-0.87% -0.34%,"

","345,543",1.22%,BLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bausch + Lomb Corp,Healthcare,Medical Instruments & Supplies,Canada,NYSE,-,-,-1.02,89.29%,354.21M,-5.98%,5.57B,14.71,1.07,0.02%,37.94M,-12.67%,10.49B,0.37,0.05,10.56%,7.01%,-7.48%,-360.00M,1.09,52.76%,-0.84%,6.67,3.02%,5.10B,0.86,37.05%,-2.62%,2.66M,-8.02%,18.20,14.02,39.78%,-5.57%,18.92 -16.94%,-1.26%,1.12,-,- -,-3.10%,10.45 50.33%,-1.26%,-,17.22,10.62% 8.38%,54.75%,3.76%,3.20%,-,-,2.06,-12.96%,3.69%,0.59,-,-,1.04,6.47%,-7.06%,35.20,2.71,- -,1.55,-1825.88%,-8.07%,0.65,18.46,-,0.81,9.77%,-8.28%,1.23,15.84,13000,0.80,Feb 18 BMO,1.67%,398.79K,15.71,"May 06, 2022",Yes / Yes,-9.91% 1.42%,"

","490,377",-0.82%,BLCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Bird Corp,Industrials,Farm & Heavy Construction Machinery,USA,NASD,RUT,14.21,3.96,1.38%,31.68M,3.38%,1.78B,11.42,4.93,-8.23%,31.16M,-7.02%,1.63B,1.84,0.88,109.01%,14.00%,8.91%,129.75M,1.19,3.72%,1.12%,9.57,-7.44%,1.50B,6.58,8.60%,22.04%,4.36M,19.85%,8.57,7.36,6.19%,57.53%,62.90 -10.45%,59.67%,7.65,10.94,- 53.90%,36.50%,30.04 87.52%,185.79%,-,8.68,22.73% 10.98%,20.94%,4.00%,3.81%,136.28%,-,1.09,22.09%,11.46%,2.29,441.63%,-,1.21,11.61%,8.65%,53.93,1.14,- -,1.81,9.49%,1.18%,1.41,69.29,0.00%,0.33,6.12%,3.35%,0.66,55.29,2012,0.31,Feb 04 AMC,8.67%,456.15K,56.33,"Mar 20, 2014",Yes / Yes,26.21% 1.88%,"

","299,092",1.88%,BLBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackLine Inc,Technology,Software - Application,USA,NASD,RUT,96.95,0.39,18.70%,59.88M,-1.91%,2.23B,13.58,2.76,-0.07%,48.41M,15.08%,2.41B,0.88,0.45,101.66%,12.32%,-35.24%,24.52M,3.18,12.71%,1.66%,4.95,-31.55%,700.43M,6.75,14.90%,1.37%,5.96M,-32.25%,5.55,2.87,15.51%,6.29%,59.57 -37.12%,-25.51%,13.07,13.81,- -,2.41%,31.75 17.98%,-40.38%,-,27.24,10.23% 14.77%,75.21%,4.72%,4.61%,-64.85%,-,3.44,-84.63%,6.00%,1.88,-,-,1.47,7.21%,3.50%,45.49,2.31,- -,1.47,-90.05%,1.64%,0.85,55.23,0.00%,2.77,8.10%,-11.29%,1.48,40.02,1850,2.06,Feb 10 AMC,-27.42%,1.20M,37.46,"Oct 28, 2016",Yes / Yes,7.20% 0.11%,"

","1,787,414",-6.40%,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKV Corp,Energy,Oil & Gas E&P,USA,NYSE,RUT,15.07,1.95,85.98%,96.66M,1.98%,3.18B,12.14,2.42,-0.38%,15.13M,-0.94%,3.48B,0.40,0.42,24.95%,25.39%,10.06%,171.71M,3.51,49.71%,11.95%,4.54,37.48%,903.73M,1.39,15.61%,6.02%,3.84M,8.36%,21.09,15.92,30.32%,9.54%,32.81 -10.33%,38.64%,1.85,-,-26.10% -,6.80%,15.00 96.13%,-,-,12.83,-18.35% 49.13%,32.29%,3.73%,4.49%,-,-,3.86,215.22%,12.45%,1.26,-,-,1.75,47.08%,19.00%,50.08,1.23,- -,1.78,210.57%,-1.03%,1.62,33.75,0.00%,0.24,45.96%,0.65%,1.91,28.88,452,0.24,Feb 25 BMO,17.66%,846.81K,29.42,"Sep 26, 2024",Yes / Yes,-5.32% 27.19%,"

","1,613,204",1.87%,BKV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BankUnited Inc,Financial,Banks - Regional,USA,NYSE,RUT,12.65,3.53,0.94%,74.14M,3.43%,3.29B,9.88,4.52,-1.70%,72.95M,-7.33%,-,1.16,0.96,107.88%,3.65%,-1.41%,263.21M,1.73,19.33%,-2.73%,2.93,16.85%,1.90B,1.08,7.32%,0.75%,2.66M,0.20%,41.19,-,8.50%,8.97%,52.11 -14.30%,24.96%,-,9.17,-0.17% 11.36%,7.62%,28.21 58.31%,98.84%,1.33 (2.98%),-,12.67% 9.67%,-,3.20%,3.25%,5.13%,1.24 (2.78%),-,14.64%,19.05%,1.56,29.26%,"Jan 09, 2026",-,-6.14%,13.86%,45.50,2.36,7.43% 6.15%,0.03,-0.91%,-0.98%,1.27,53.64,35.17%,0.65,-4.12%,-5.05%,0.76,44.54,1785,0.13,Jan 21 BMO,8.24%,907.68K,44.66,"Jan 28, 2011",Yes / Yes,1.15% 2.90%,"

","688,896",0.27%,BKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackSky Technology Inc,Industrials,Specialty Business Services,USA,NYSE,RUT,-,-2.15,17.59%,35.93M,-3.67%,940.78M,-,-0.76,-0.57%,30.49M,31.49%,1.02B,-,-0.39,56.94%,25.61%,32.10%,-70.26M,8.83,37.15%,1.76%,5.41,21.67%,106.58M,9.63,42.36%,-21.83%,7.81M,35.63%,2.64,7.49,62.15%,-74.40%,33.20 -23.40%,174.03%,3.39,-,25.61% 29.68%,-23.77%,6.15 313.50%,123.86%,-,-,17.71% 38.21%,38.40%,11.91%,10.59%,-68.77%,-,9.61,29.98%,-44.01%,2.49,-,-,3.37,4.39%,-65.93%,55.15,1.25,- -,3.48,97.58%,6.73%,2.22,26.78,-,2.21,15.95%,6.94%,1.22,27.74,321,2.12,Feb 26 BMO,23.53%,1.44M,25.43,"Dec 20, 2019",Yes / Yes,92.31% -5.08%,"

","1,760,158",-8.33%,BKSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker Hughes Co,Energy,Oil & Gas Equipment & Services,USA,NASD,"NDX, S&P 500",24.37,2.60,0.13%,988.24M,11.39%,62.74B,20.98,3.03,-37.83%,986.98M,-0.28%,64.67B,2.24,0.53,98.59%,2.30%,42.00%,2.59B,2.26,1.43%,0.91%,2.33,33.19%,27.73B,3.33,14.73%,6.53%,22.67M,39.42%,19.09,12.66,9.36%,14.49%,67.00 -5.24%,42.35%,5.01,24.73,- -,10.49%,33.60 88.96%,134.97%,0.94 (1.49%),13.63,9.44% 6.02%,23.60%,3.79%,3.28%,187.68%,0.92 (1.45%),2.33,-12.66%,12.83%,2.06,103.99%,"Feb 17, 2026",1.00,-0.34%,9.33%,62.66,1.72,8.02% 5.02%,1.36,-25.33%,5.07%,0.89,61.60,35.34%,0.36,0.30%,8.66%,1.02,62.53,56000,0.31,Jan 25 AMC,31.02%,9.75M,63.49,"Oct 03, 1961",Yes / Yes,16.77% 4.44%,"

","9,959,445",1.54%,BKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Booking Holdings Inc,Consumer Cyclical,Travel Services,USA,NASD,"NDX, S&P 500",25.83,166.12,0.21%,31.89M,-3.41%,135.90B,13.66,314.05,-8.42%,31.61M,10.85%,138.11B,0.80,27.71,93.60%,2.62%,-20.45%,5.40B,5.05,17.88%,-2.08%,2.13,-21.38%,26.92B,-,16.82%,18.97%,0.83M,-19.88%,-174.89,7.90,17.00%,-,5839.41 -26.52%,-8.90%,543.14,14.96,29.44% 158.54%,45.66%,3765.45 13.95%,71.67%,42.36 (0.99%),13.47,16.35% 31.69%,97.15%,2.55%,3.14%,94.79%,39.30 (0.92%),5.13,-4.72%,35.25%,156.59,229.75%,"Mar 06, 2026",1.33,13.39%,20.08%,46.43,1.44,- -,1.33,38.40%,-0.70%,1.19,5816.51,23.19%,-,16.05%,-5.64%,0.88,4396.79,24300,-,Feb 18 AMC,-16.99%,389.77K,4290.65,"Mar 30, 1999",Yes / Yes,0.22% 3.42%,"

","342,404",-2.41%,BKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Hills Corporation,Utilities,Utilities - Regulated Gas,USA,NYSE,RUT,17.21,3.98,0.54%,75.48M,-4.25%,5.17B,14.85,4.61,-3.44%,75.07M,-6.71%,9.77B,2.39,2.01,96.74%,9.68%,1.56%,291.60M,2.24,6.18%,10.22%,7.44,16.34%,2.31B,1.35,6.01%,2.70%,7.26M,-1.25%,50.66,27.17,6.22%,7.96%,75.87 -9.65%,15.29%,2.52,-,0.08% 1.79%,3.42%,54.92 24.82%,12.43%,2.81 (4.10%),11.87,-3.26% 6.36%,26.24%,2.86%,2.49%,4.04%,2.73 (3.98%),4.23,1.70%,23.33%,1.85,16.15%,"Feb 17, 2026",1.11,8.56%,12.62%,35.61,1.50,3.86% 4.47%,1.35,1.55%,-4.75%,0.72,81.25,67.88%,1.23,6.43%,-5.43%,0.68,68.23,2795,1.23,Feb 04 AMC,5.20%,976.32K,68.55,"Jul 09, 1980",Yes / Yes,1.30% -1.96%,"

","664,796",0.47%,BKH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buckle, Inc",Consumer Cyclical,Apparel Retail,USA,NYSE,RUT,12.11,4.14,38.92%,51.16M,-0.87%,2.56B,10.89,4.60,-0.40%,31.24M,-5.46%,2.67B,2.15,0.74,61.87%,9.77%,-5.74%,209.74M,1.97,2.34%,3.92%,6.07,-11.64%,1.30B,6.03,8.56%,22.03%,3.05M,-0.90%,8.30,9.34,5.07%,49.44%,58.35 -14.19%,32.54%,5.36,11.90,-6.90% 9.29%,29.03%,31.33 59.84%,69.85%,4.70 (9.40%),9.49,-1.19% 7.57%,50.39%,2.83%,3.17%,84.65%,1.34 (2.68%),2.06,6.57%,20.14%,1.71,181.15%,"Jan 15, 2026",1.30,6.58%,16.16%,44.65,3.00,0.00% 18.47%,1.89,4.12%,-2.10%,1.17,53.00,33.82%,0.90,5.26%,-2.74%,0.82,50.02,8000,0.70,Mar 13 BMO,-1.86%,503.11K,50.07,"May 08, 1992",Yes / Yes,5.52% 18.33%,"

","413,724",0.10%,BKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale Senior Living Inc,Healthcare,Medical Care Facilities,USA,NYSE,RUT,-,-1.12,9.91%,237.75M,-4.12%,3.32B,265.71,0.05,0.00%,214.24M,-9.65%,8.52B,-,-0.02,94.91%,16.82%,29.29%,-262.69M,1.04,79.38%,2.16%,7.26,68.48%,3.19B,-,122.73%,-4.28%,36.03M,29.29%,-0.19,10.62,-,-313.25%,17.09 -18.37%,131.73%,1.31,200.80,3.73% -,-4.94%,4.97 180.68%,478.84%,-,18.56,5.18% -2.04%,8.82%,3.37%,3.48%,147.34%,-,2.67,-26.04%,3.24%,0.54,-7.31%,"Oct 08, 2008",0.98,2.19%,-8.22%,42.95,2.00,- -,0.98,54.07%,-3.88%,0.72,18.10,-,-,-3.44%,-3.09%,0.55,13.89,33000,-,Feb 18 AMC,38.61%,4.96M,13.95,"Nov 22, 2005",Yes / Yes,-1.19% -1.60%,"

","2,739,970",0.43%,BKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Of New York Mellon Corp,Financial,Banks - Diversified,USA,NYSE,S&P 500,15.90,7.41,0.26%,688.24M,1.53%,80.99B,12.67,9.31,0.00%,685.11M,2.04%,-,1.20,1.91,87.21%,1.25%,1.78%,5.31B,2.00,12.83%,-1.39%,2.34,7.71%,40.57B,2.06,11.49%,1.25%,8.55M,1.56%,57.36,-,10.56%,12.96%,128.76 -8.43%,39.20%,-,15.64,36.69% 14.10%,7.10%,70.46 67.33%,175.79%,2.22 (1.88%),-,26.73% 19.27%,-,2.24%,2.61%,160.55%,2.06 (1.75%),-,27.87%,16.90%,3.06,216.26%,"Jan 23, 2026",-,2.09%,13.08%,52.40,1.95,12.09% 10.03%,1.79,31.40%,0.77%,1.07,136.30,27.02%,1.73,0.16%,-0.96%,1.04,116.36,48100,0.69,Jan 13 BMO,8.54%,3.65M,117.90,"Dec 04, 1969",Yes / Yes,5.96% 0.72%,"

","3,787,030",1.32%,BK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
